"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Chief Executive's Office","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Scotland and Northern Ireland","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Transformation Group","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Force North Region","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Force Assurance Performance & Resource","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Criminality and Detention Group - Corporate Services","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Visa Services","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Central Policy Unit","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Corporate Director's Office","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Intelligence and Analysis","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Casework Programme","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Force Central Region","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Euromed Region","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Knowledge and Information Management","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Protection/Asylum Directors Office","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","'Immigration Group North East, Yorkshire and Humber'","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Casework Resolution","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Force National Operations and Performance","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Heathrow Operations","Home Office","http://reference.data.gov.uk/id/department/ho"
